,item_name,main_category,sub_category,receipt_id,date,item_code,quantity,payment_type,unit_buying_price,unit_selling_price,unit_price_margin,category,total_buying_price,total_selling price,total_margin,year,quarter,month,day_of_week,hour_of_day,quantity_type,investment,revenue,profit
151,Cannelini beans 400g,Pantry staples,Grains and pulses,107,107,1,131.0,2,1.290000000000001,1,1.290000000000001,1,1,4,4,2,4,12,7,19,2,0.0,168.99000000000007,168.99000000000007
152,Cannellini beans 1kg,Snacks,Dry fruits and nuts,82,82,1,86.0,2,5.4900000000000055,1,1.290000000000002,1,3,3,3,2,4,12,7,16,2,361.1999999999995,472.14000000000044,110.94000000000017
153,Cannellini beans 500g,Pantry staples,Grains and pulses,93,93,1,100.0,2,3.2900000000000027,1,1.0900000000000023,1,2,2,2,2,4,12,7,17,2,219.9999999999997,329.00000000000034,109.00000000000024
154,Capsicum green,Fresh produce,Capsicum,2792,2792,1,1042.9999999999982,2,4.989999999999815,1,4.989999999999815,1,1,484,484,2,4,12,7,24,2,0.0,5204.570000000013,5204.570000000013
155,Capsicum red,Fresh produce,Capsicum,6382,6382,1,2407.5209999999925,2,4.990000000000687,1,4.990000000000687,1,1,656,656,2,4,12,7,24,2,0.0,12013.52979000001,12013.52979000001
156,Capsicum yellow,Fresh produce,Capsicum,581,581,1,152.95599999999982,2,6.5,1,6.5,1,1,210,210,2,4,12,7,24,2,0.0,994.2139999999999,994.2139999999999
157,Captain jack mackerel 800g,Pantry staples,Canned fish,31,31,1,33.0,2,8.699999999999996,1,1.7000000000000008,1,2,2,2,2,4,11,6,12,2,231.0,287.09999999999985,56.10000000000002
158,Captain jack mackerl 400g,Pantry staples,Canned fish,14,14,1,19.0,2,4.49,1,0.9899999999999999,1,1,1,1,1,3,7,7,11,1,66.5,85.31,18.81
159,Cardamom green 100g,Pantry staples,Spides,64,64,1,64.0,2,4.990000000000005,1,1.1899999999999988,1,1,1,1,2,4,12,7,16,1,243.20000000000027,319.3600000000003,76.15999999999993
160,Cardamon pods 100g,Pantry staples,Grains and pulses,1,1,1,1.0,1,4.99,1,1.19,1,1,1,1,1,1,1,1,1,1,3.8,4.99,1.19
161,Cardmon pods 200g,Pantry staples,Spices,16,16,1,16.0,2,9.5,1,2.3,1,1,1,1,2,4,8,7,8,1,115.20000000000003,152.0,36.8
162,Carrots,Fresh produce,Carrots,3921,3921,1,2124.9780000000032,2,1.6999999999998836,1,1.6999999999998836,1,1,661,661,2,4,12,7,24,3,0.0,3612.46260000001,3612.46260000001
163,Carrots 1kg,Fresh produce,Carrots,3456,3456,1,3638.0,2,1.4899999999998719,1,0.6900000000000424,1,6,6,6,2,4,12,7,24,2,2910.400000000096,5420.619999999555,2510.2200000001517
164,Carrots dutch,Fresh produce,Root vegies,83,83,1,101.0,2,3.0,1,3.0,1,1,4,4,2,4,11,7,20,2,0.0,303.0,303.0
165,Cashew curry seran,Pantry staples,Sauce,6,6,1,6.0,2,5.95,1,1.0,1,1,1,1,1,2,3,4,5,1,29.7,35.7,6.0
166,Cashew nuts 200g,Pantry staples,Sauce,7,7,1,7.0,2,5.799999999999999,1,1.04,1,1,1,1,1,2,4,6,7,1,33.31999999999999,40.599999999999994,7.28
167,Cashews natural 375,Snacks,Dry fruits and nuts,51,51,1,55.0,2,8.990000000000006,1,2.120000000000001,1,3,3,3,1,3,9,7,9,2,377.85000000000014,494.4500000000003,116.60000000000008
168,Cashews salted375g,Snacks,Dry fruits and nuts,101,101,1,102.0,2,9.081818182000005,1,1.331818182000003,1,2,2,2,2,4,12,7,20,2,790.5,926.3454545640005,135.8454545640003
169,Cauliflower,Fresh produce,Other vegies,2618,2618,1,2787.136,3,2.9899999999998412,1,0.9899999999999606,1,6,6,6,2,4,12,7,24,2,5574.272,8333.536639999584,2759.264639999874
170,Cauliflower half,Fresh produce,Cut veggies,1269,1269,1,1290.0,2,2.0,1,2.0,1,1,3,3,2,4,12,7,23,2,0.0,2580.0,2580.0
171,Celeriac,Fresh produce,Root vegies,84,84,1,86.0,2,6.0,1,6.0,1,1,2,2,2,4,12,7,15,2,0.0,516.0,516.0
172,Celery,Fresh produce,Bunch vegies,2380,2380,1,2496.0,2,2.989999999999847,1,2.989999999999847,1,1,5,5,2,4,12,7,23,2,0.0,7463.039999999633,7463.039999999633
173,Celery half,Fresh produce,Cut veggies,1699,1699,1,1706.0,2,1.900000000000057,1,1.900000000000057,1,1,2,2,2,4,12,7,24,2,0.0,3241.400000000097,3241.400000000097
174,Celery pieces,Fresh produce,Other vegies,838,838,1,150.24799999999988,2,4.900000000000062,1,2.900000000000046,1,179,179,179,2,4,12,7,23,1,300.49599999999975,736.2152000000003,435.7192000000002
175,Chanacur hot,Snacks,Packaged snacks,20,20,1,20.0,2,2.75,1,1.0,1,1,1,1,2,4,10,7,13,1,35.0,55.0,20.0
176,Channa dhall 1kg,Pantry staples,Grains and pulses,65,65,1,66.0,2,4.490000000000004,1,2.3799999999999977,1,2,2,2,2,4,12,7,19,2,139.26000000000005,296.34000000000026,157.07999999999987
177,Cheese buttons 215g mun,Snacks,Packaged snacks,21,21,1,22.0,2,4.090909091,1,0.5909090910000002,1,1,1,1,2,3,7,6,9,1,77.0,90.00000000200001,13.000000002000004
178,Cherries,Fresh produce,Other fruits,2300,2300,1,1113.2929999999992,2,15.990000000000393,1,15.990000000000393,1,1,547,547,2,2,5,7,24,2,0.0,17801.555070000013,17801.555070000013
179,Cherry 500g,Fresh produce,Fruits,10,10,1,10.0,2,9.5,1,0.0,1,1,1,1,1,1,1,5,7,1,95.0,95.0,0.0
180,Cherry truss tomato,Fresh produce,Tomatoes,2,2,1,2.0,2,3.0,1,-0.5,1,1,1,1,1,2,2,2,2,1,7.0,6.0,-1.0
181,Chest nuts,Snacks,Dry fruits and nuts,677,677,1,432.92799999999943,2,9.0,1,0.009999999999999851,1,385,385,385,2,3,7,7,12,2,3892.022720000003,3896.3520000000017,4.329280000000002
182,Chia seeds 250g,Pantry staples,Grains and pulses,14,14,1,15.0,2,5.99,1,1.4899999999999998,1,2,2,2,2,4,7,7,11,2,67.5,89.84999999999998,22.349999999999994
183,Chick pea flour 1kg pattu,Pantry staples,Flour,39,39,1,40.0,2,3.99,1,1.4900000000000004,1,2,2,2,2,4,12,7,15,2,100.0,159.6,59.600000000000016
184,Chick peas 1kg pattu,Pantry staples,Grains and pulses,162,162,1,175.0,2,3.990000000000007,1,1.79,1,4,4,4,2,4,12,7,22,2,384.9999999999989,698.2500000000011,313.2500000000002
185,Chick peas 400g,Pantry staples,Grains and pulses,232,232,1,432.0,2,1.290000000000004,1,0.3799999999999989,1,7,7,7,2,4,12,7,23,2,393.1200000000015,557.280000000001,164.15999999999943
186,Chick peas r & s,Pantry staples,Grains and pulses,66,66,1,74.0,2,4.990000000000005,1,2.0900000000000025,1,3,3,3,2,4,12,7,18,2,214.60000000000022,369.26000000000033,154.66000000000017
187,Chicken curry mix la,Pantry staples,Spices,11,11,1,11.0,2,3.9900000000000015,1,0.8900000000000001,1,1,1,1,2,2,4,6,6,1,34.10000000000001,43.890000000000015,9.790000000000001
188,Chicken masala 200g,Pantry staples,Spices,11,11,1,11.0,2,2.5,1,0.6500000000000001,1,1,1,1,2,4,8,5,8,1,20.35,27.5,7.150000000000001
189,Chicken masala 50g,Pantry staples,Spices,12,12,1,12.0,2,2.5,1,0.5,1,1,1,1,1,3,7,6,9,1,24.0,30.0,6.0
190,Chickory,Fresh produce,Bunch vegies,39,39,1,58.0,2,2.799999999999998,1,0.8000000000000005,1,3,3,3,2,4,10,7,11,2,116.0,162.39999999999995,46.400000000000006
191,Chickpeas large 500g,Pantry staples,Grains and pulses,149,149,1,160.0,2,3.490000000000006,1,0.9899999999999995,1,2,2,2,2,4,12,7,22,2,400.0,558.400000000001,158.39999999999998
192,Chikpea double roasted 400g,Snacks,Packaged snacks,13,13,1,13.0,2,4.990000000000001,1,1.4899999999999998,1,1,1,1,1,4,8,7,8,1,45.5,64.87000000000002,19.369999999999997
193,Chili rice snak,Snacks,Packaged snacks,45,45,1,46.0,2,4.536363636000003,1,1.7363636359999985,1,1,1,1,2,4,11,7,15,1,128.79999999999993,208.67272725600012,79.87272725599993
194,Chilli birdseye,Fresh produce,Chillies,226,226,1,9.827999999999992,2,18.0,1,18.0,1,1,62,62,2,4,10,7,17,1,0.0,176.9040000000001,176.9040000000001
195,Chilli cashew 200g,Snacks,Dry fruits and nuts,18,18,1,19.0,2,8.5,1,6.579999999999999,1,1,1,1,2,4,11,7,10,1,36.48000000000002,161.5,125.01999999999998
196,Chilli checkpes 300g,Pantry staples,Grains and pulses,10,10,1,13.0,2,3.990000000000001,1,2.1900000000000004,1,2,2,2,2,4,5,5,7,2,23.400000000000006,51.87000000000002,28.47
197,Chilli crushed 250g kandyan,Pantry staples,Spices,19,19,1,20.0,2,3.9900000000000007,1,1.9899999999999998,1,2,2,2,1,3,7,7,8,2,40.0,79.8,39.8
198,Chilli green,Fresh produce,Chillies,1740,1740,1,187.04800000000063,2,12.0,1,12.0,1,1,186,186,2,4,12,7,24,2,0.0,2244.576000000002,2244.576000000002
199,Chilli green long bullhorm,Fresh produce,Chillies,281,281,1,95.018,2,6.990000000000008,1,2.490000000000007,1,187,187,187,2,4,12,7,22,2,427.581,664.1758200000002,236.59481999999988
200,Chilli jalapeno,Fresh produce,Chillies,16,16,1,1.4000000000000004,2,10.0,1,10.0,1,1,15,15,2,2,4,6,9,1,0.0,14.0,14.0
201,Chilli paste veg,Pantry staples,Spices,10,10,1,10.0,2,5.990000000000001,1,1.7899999999999996,1,1,1,1,1,3,4,6,8,1,42.00000000000001,59.90000000000001,17.899999999999995
202,Chilli pieces sera,Pantry staples,Spices,26,26,1,26.0,2,2.6000000000000005,1,1.0,1,1,1,1,2,4,7,7,10,1,41.600000000000016,67.60000000000001,26.0
203,Chilli powder unr 200g,Pantry staples,Spices,4,4,1,4.0,2,3.181818182,1,0.981818182,1,1,1,1,1,3,3,3,3,1,8.8,12.727272728,3.927272728
204,Chilli red,Fresh produce,Chillies,698,698,1,39.80999999999995,2,25.0,1,25.0,1,1,103,103,2,4,12,7,24,1,0.0,995.2499999999993,995.2499999999993
205,Chilli red long bullhorn,Fresh produce,Chillies,357,357,1,136.39299999999986,2,5.989999999999998,1,2.4900000000000073,1,225,225,225,2,4,12,7,23,2,477.3754999999996,816.9940700000002,339.6185700000001
206,Chilli yellow long,Fresh produce,Chillies,1260,1260,1,450.41999999999945,2,7.0,1,4.0,1,390,390,390,2,4,12,7,23,2,1351.260000000002,3152.9399999999932,1801.6799999999978
207,Chinese chilli paste 300g,Pantry staples,Spices,3,3,1,3.0,2,5.989999999999999,1,1.74,1,1,1,1,1,3,3,3,3,1,12.75,17.97,5.22
208,Chives,Fresh produce,Herbs,97,97,1,101.0,2,3.5,1,3.5,1,1,3,3,2,4,12,7,15,2,0.0,353.5,353.5
209,Chocolate almond bread,Breads & bakery,Sweet bread,4,4,1,5.0,2,5.909090909,1,0.959090909,1,2,2,2,2,4,4,4,2,2,24.75,29.545454545,4.795454545
210,Chocolate biscuit 200g,Snacks,Biscuits,21,21,1,28.0,2,2.0,1,0.8999999999999998,1,3,3,3,2,4,10,7,11,2,30.80000000000002,56.0,25.19999999999999
211,Chocolate cream bis 2 for 5.50,Snacks,Biscuits,83,83,1,84.0,2,5.0,1,1.2399999999999984,1,2,2,2,2,4,12,7,16,2,315.83999999999963,420.0,104.15999999999988
212,Chocolate m,Snacks,Dry fruits and nuts,3,3,1,3.0,2,5.0,1,1.25,1,1,1,1,2,2,3,3,3,1,11.25,15.0,3.75
213,Chokoes,Fresh produce,Asian vegies,89,89,1,60.544000000000004,2,3.990000000000005,1,2.490000000000003,1,82,82,82,2,2,4,7,12,2,90.81600000000002,241.57055999999997,150.75456
214,Choy sum,Fresh produce,Asian vegies,167,167,1,169.0,2,1.199999999999997,1,1.199999999999997,1,1,2,2,2,4,12,7,22,2,0.0,202.79999999999953,202.79999999999953
215,Choy sum 2 for $ 1.99,Fresh produce,Deals,696,696,1,748.0,2,1.9900000000000078,1,-0.00999999999999985,1,4,4,4,2,4,12,7,23,2,1496.0,1488.520000000006,-7.4799999999998885
216,Christmas cake 600g,Breads & bakery,Cake,5,5,1,7.0,2,14.0,1,4.0,1,2,2,2,2,1,1,3,4,2,70.0,98.0,28.0
217,Cic red lit basmathi 5kg,Pantry staples,Rice,10,10,1,11.0,2,17.0,1,4.0,1,2,2,2,2,4,5,4,5,2,143.0,187.0,44.0
218,Cinnamon 15g,Pantry staples,Spices,35,35,1,42.0,2,1.2999999999999992,1,0.5,1,2,2,2,2,4,11,7,10,2,33.60000000000001,54.59999999999998,21.0
219,Cinnamon 50g kandyan,Pantry staples,Spices,1,1,1,1.0,1,3.5,1,1.2,1,1,1,1,1,1,1,1,1,1,2.3,3.5,1.2
220,Cinnamon powder 250g,Pantry staples,Spices,29,29,1,29.0,2,3.4899999999999993,1,1.49,1,1,1,1,2,4,11,7,16,1,58.0,101.20999999999998,43.21
221,Cinnamon quills100g,Pantry staples,Spices,34,34,1,35.0,2,3.9899999999999993,1,1.1899999999999997,1,1,1,1,2,4,9,7,11,1,97.99999999999994,139.64999999999998,41.64999999999999
222,Clapp pears,Fresh produce,Pears,25,25,1,15.835999999999999,2,2.9900000000000007,1,2.9900000000000007,1,1,24,24,2,3,3,7,10,2,0.0,47.34964000000001,47.34964000000001
223,Clove whole 100g,Pantry staples,Spices,7,7,1,7.0,2,4.5,1,2.1,1,1,1,1,2,3,5,4,3,1,16.8,31.5,14.7
224,Cloves 200g,Pantry staples,Spices,16,16,1,16.0,2,5.989999999999999,1,1.9899999999999993,1,1,1,1,2,4,9,7,8,1,64.0,95.83999999999999,31.83999999999999
225,Cloves whole 30g,Pantry staples,Spices,18,18,1,18.0,2,2.990000000000001,1,1.7899999999999996,1,1,1,1,2,4,9,7,7,1,21.599999999999994,53.82000000000002,32.21999999999999
226,Coca cola 1.25l,Beverages,Soda,3,3,1,3.0,2,2.5,1,1.5,1,1,1,1,1,2,3,2,2,1,3.0,7.5,4.5
227,Coca cola 2for 4.50,Beverages,Soda,13,13,1,14.0,2,4.5,1,1.5,1,2,2,2,1,4,6,7,9,2,42.0,63.0,21.0
228,Coca cola 375ml,Beverages,Soda,53,53,1,64.0,2,2.0,1,1.2800000000000007,1,3,3,3,2,4,12,7,20,2,46.07999999999996,128.0,81.92000000000004
229,Coca cola zero 375ml,Beverages,Soda,49,49,1,56.0,2,2.0,1,1.2800000000000007,1,3,3,3,2,4,12,7,14,2,40.319999999999965,112.0,71.68000000000004
230,Cocktail potatoes,Fresh produce,Potatoes,670,670,1,373.5620000000001,2,3.9899999999999554,1,2.490000000000008,1,360,360,360,2,4,12,7,19,2,560.3429999999994,1490.5123799999988,930.1693799999995
231,Coconut,Fresh produce,Other vegies,211,211,1,270.0,2,3.0,1,1.0,1,4,4,4,2,4,12,7,24,2,540.0,810.0,270.0
232,Coconut drink,Beverages,Fruit juice,42,42,1,63.0,2,1.5,1,0.6000000000000005,1,4,4,4,2,4,10,7,12,2,56.699999999999974,94.5,37.800000000000026
233,Coconut fine 500g,Pantry staples,Coconut products,131,131,1,138.0,2,3.9900000000000064,1,0.9899999999999981,1,2,2,2,2,4,12,7,22,2,414.0,550.6200000000009,136.61999999999983
234,Coconut oil 300ml serendib,Pantry staples,Oil,4,4,1,4.0,2,4.5,1,2.0,1,1,1,1,1,2,3,3,4,1,10.0,18.0,8.0
235,Coconut sambol red la,Pantry staples,Coconut products,9,9,1,10.0,2,4.3999999999999995,1,0.95,1,1,1,1,2,3,6,5,6,1,34.5,43.99999999999999,9.5
236,Coconut sambol veg la,Pantry staples,Coconut products,21,21,1,21.0,2,3.99,1,0.8900000000000002,1,1,1,1,2,4,8,7,9,1,65.10000000000002,83.79,18.690000000000005
237,Coconut shreded 500g,Pantry staples,Coconut products,115,115,1,117.0,2,3.990000000000006,1,0.9899999999999981,1,2,2,2,2,4,12,7,19,2,351.0,466.8300000000007,115.82999999999979
238,Coconut treacle 750ml der,Beverages,Fruit juice,1,1,1,1.0,1,7.5,1,1.8,1,1,1,1,1,1,1,1,1,1,5.7,7.5,1.8
239,Colavita olive oil 500ml,Pantry staples,Oil,31,31,1,34.0,2,6.490000000000002,1,1.4900000000000002,1,1,1,1,1,4,9,7,15,1,170.0,220.66000000000008,50.66000000000001
240,Continental cucumber 2for 2.40,Fresh produce,Deals,37,37,1,39.0,2,2.4000000000000012,1,2.4000000000000012,1,1,1,1,1,1,1,6,10,1,0.0,93.60000000000005,93.60000000000005
241,Continental cucumber bulk,Fresh produce,Cucumbers,23,23,1,11.242,1,3.6272727270000007,1,3.6272727270000007,1,1,23,23,1,2,2,6,14,1,0.0,40.77779999693399,40.77779999693399
242,Continental grissini 350g,Breads & bakery,Packaged,199,199,1,223.0,2,3.9900000000000073,1,1.0699999999999952,1,3,3,3,2,4,12,7,20,2,651.1599999999994,889.7700000000017,238.60999999999893
243,Continental rusk 230g,Breads & bakery,Packaed,183,183,1,206.0,2,3.0,1,1.0,1,3,3,3,2,4,12,7,22,2,412.0,618.0,206.0
244,Cookies biscuit,Snacks,Biscuits,21,21,1,22.0,2,2.9900000000000015,1,1.4899999999999993,1,1,1,1,1,4,8,7,14,1,33.0,65.78000000000003,32.77999999999999
245,Cooking banana,Fresh produce,Asian vegies,47,47,1,38.295999999999985,2,6.990000000000005,1,3.4900000000000007,1,44,44,44,1,2,3,7,11,2,134.036,267.68904000000003,133.65304000000003
246,Cooking papaya,Fresh produce,Asian vegies,77,77,1,68.10199999999999,2,3.9900000000000047,1,0.48999999999999966,1,71,71,71,2,4,10,7,11,2,238.35699999999997,271.7269799999999,33.369980000000005
247,Cooking sauce,Pantry staples,Condiments,103,103,1,124.0,2,1.9900000000000027,1,0.6899999999999988,1,4,4,4,2,4,12,7,10,2,161.20000000000007,246.76000000000028,85.55999999999986
248,Coriader whole 250g,Pantry staples,Spices,15,15,1,15.0,2,3.9900000000000015,1,2.0399999999999996,1,1,1,1,1,4,8,6,9,1,29.249999999999993,59.85000000000002,30.59999999999999
249,Coriander,Fresh produce,Herbs,3506,3506,1,4105.0,2,1.9899999999998483,1,1.9899999999998483,1,1,11,11,2,4,12,7,24,3,0.0,8168.949999999436,8168.949999999436
250,Coriander seed 500g,Pantry staples,Spices,10,10,1,10.0,2,3.990000000000001,1,1.24,1,1,1,1,2,4,7,6,7,1,27.5,39.90000000000001,12.4
251,Coriander seeds 100g,Pantry staples,Spices,31,31,1,34.0,2,2.9899999999999993,1,1.7700000000000011,1,2,2,2,2,4,10,7,15,2,41.47999999999998,101.65999999999998,60.180000000000035
252,Coriender powder 200g,Pantry staples,Spices,61,61,1,65.0,2,4.490000000000004,1,3.1399999999999952,1,1,1,1,2,4,12,7,18,1,87.74999999999994,291.85000000000025,204.09999999999968
253,Corn 3 for 2,Fresh produce,Deals,551,551,1,645.0,2,2.0,1,1.2000000000000082,1,5,5,5,2,3,5,7,24,2,516.0000000000049,1290.0,774.0000000000048
254,Corn flour white 500g,Pantry staples,Flour,26,26,1,26.0,2,2.399999999999999,1,1.0,1,1,1,1,2,4,10,7,15,1,36.399999999999984,62.39999999999998,26.0
255,Corriander ground 200g,Pantry staples,Spices,28,28,1,28.0,2,4.489999999999998,1,1.6899999999999995,1,1,1,1,2,4,10,7,14,1,78.39999999999996,125.71999999999996,47.319999999999986
256,Cous cous 500g,Pantry staples,Grains and pulses,74,74,1,75.0,2,2.990000000000003,1,1.0499999999999985,1,2,2,2,2,4,12,6,18,2,145.4999999999999,224.2500000000002,78.74999999999989
257,Cous cous pearl 300g,Pantry staples,Grains and pulses,35,35,1,38.0,2,2.989999999999999,1,1.0499999999999998,1,2,2,2,2,4,10,7,12,2,73.71999999999997,113.61999999999996,39.89999999999999
258,Cous cous wholemeal 450g,Pantry staples,Grains and pulses,26,26,1,28.0,2,2.99,1,1.0500000000000005,1,2,2,2,2,4,11,7,13,2,54.31999999999999,83.72,29.400000000000013
259,Cranberries 500g,Snacks,Dry fruits and nuts,56,56,1,58.0,2,5.9900000000000055,1,0.9900000000000005,1,2,2,2,2,4,11,7,11,2,290.0,347.4200000000003,57.42000000000002
260,Cream cracker mun,Snacks,Biscuits,70,70,1,78.0,2,1.4899999999999982,1,0.5900000000000007,1,2,2,2,2,4,11,7,12,2,70.19999999999997,116.21999999999986,46.020000000000074
261,Cream cracker munc 400g,Snacks,Biscuits,12,12,1,13.0,2,3.9900000000000015,1,1.9899999999999995,1,2,2,2,2,3,6,6,6,2,26.0,51.87000000000001,25.869999999999994
262,Cream cracker190g,Snacks,Biscuits,173,173,1,195.0,2,1.3545454549999951,1,0.4045454549999994,1,4,4,4,2,4,12,7,21,2,185.2499999999998,264.13636372499906,78.88636372499998
263,Cream soda 2l,Beverages,Soda,27,27,1,27.0,2,4.5,1,1.3500000000000005,1,1,1,1,2,4,10,7,9,1,85.05000000000001,121.5,36.45000000000002
264,Cream soda elp 330ml,Beverages,Soda,3,3,1,3.0,1,1.627272727,1,0.727272727,1,1,1,1,1,1,2,3,3,1,2.7,4.881818181,2.181818181
265,Crimson grapes,Fresh produce,Grapes,2245,2245,1,1710.3520000000012,2,4.989999999999823,1,4.989999999999823,1,1,660,660,2,4,12,7,24,2,0.0,8534.656479999992,8534.656479999992
266,Crimson snow apples,Fresh produce,Apples,6,6,1,4.656,1,3.4900000000000007,1,3.4900000000000007,1,1,6,6,1,2,3,5,5,2,0.0,16.24944,16.24944
267,Croutouns,Breads & bakery,Packaged,2,2,1,2.0,2,3.95,1,3.95,1,1,1,1,1,2,2,2,2,1,0.0,7.9,7.9
268,Crystallized ginger 250g,Snacks,Dry fruits and nuts,10,10,1,10.0,2,4.6899999999999995,1,1.1400000000000001,1,1,1,1,1,3,6,5,8,1,35.5,46.9,11.4
269,Cucumber continental,Fresh produce,Cucumbers,4413,4413,1,5720.0,2,1.5,1,1.5,1,1,14,14,2,4,12,7,24,3,0.0,8580.0,8580.0
270,Cucumber lebanese,Fresh produce,Cucumbers,5816,5816,1,2476.144000000004,2,4.990000000000592,1,4.990000000000592,1,1,620,620,2,4,12,7,24,2,0.0,12355.958559999992,12355.958559999992
271,Cumin ground 200g,Pantry staples,Spices,12,12,1,12.0,2,3.9900000000000015,1,1.7899999999999994,1,1,1,1,2,3,5,4,7,1,26.399999999999995,47.88000000000002,21.479999999999993
272,Cumin ground 50g,Pantry staples,Spices,24,24,1,24.0,2,2.5,1,1.3000000000000005,1,1,1,1,2,4,10,7,8,1,28.79999999999999,60.0,31.20000000000001
273,Cumin powder 100g,Pantry staples,Spices,1,1,1,1.0,1,2.99,1,2.99,1,1,1,1,1,1,1,1,1,1,0.0,2.99,2.99
274,Cumin seed 100g,Pantry staples,Spices,79,79,1,83.0,2,2.9900000000000033,1,1.6200000000000017,1,2,2,2,2,4,12,7,21,2,113.71000000000008,248.17000000000021,134.46000000000012
275,Cup mushroom 250g,Fresh produce,Mushrooms,29,29,1,31.0,2,3.0,1,3.0,1,1,2,2,2,3,5,7,15,2,0.0,93.0,93.0
276,Curry leaves,Fresh produce,Herbs,1024,1024,1,1143.0,2,2.0,1,2.0,1,1,5,5,2,4,12,7,24,2,0.0,2286.0,2286.0
277,Curry powder250g kandyan,Pantry staples,Sauces,20,20,1,21.0,2,3.9900000000000007,1,1.9899999999999998,1,2,2,2,2,4,9,6,12,2,42.0,83.79000000000002,41.78999999999999
278,Custard apple,Fresh produce,Tropical fruits,287,287,1,159.01200000000006,2,10.989999999999927,1,10.989999999999927,1,1,200,200,2,3,7,7,21,2,0.0,1747.541879999999,1747.541879999999
279,D'anjou pear,Fresh produce,Pears,40,40,1,27.554000000000002,2,3.5,1,3.5,1,1,36,36,1,3,5,7,10,2,0.0,96.43900000000004,96.43900000000004
280,Daawat 20kg,Pantry staples,Rice,4,4,1,4.0,1,40.0,1,9.0,1,1,1,1,2,2,3,2,3,1,124.0,160.0,36.0
281,Daawat biriyani rice 5kg,Pantry staples,Rice,14,14,1,14.0,2,22.0,1,4.5,1,1,1,1,2,4,8,4,8,1,245.0,308.0,63.0
282,Daawat everyday5kg,Pantry staples,Rice,244,244,1,286.0,2,12.0,1,2.75,1,5,5,5,2,4,12,7,24,3,2645.5,3432.0,786.5
283,Daawat super basmathi 6.5kg,Pantry staples,Rice,5,5,1,5.0,1,22.5,1,5.0,1,1,1,1,1,4,4,3,4,1,87.5,112.5,25.0
284,Daisy mandarines,Fresh produce,Citrus fruits,41,41,1,29.266000000000005,2,4.990000000000002,1,3.4899999999999993,1,38,38,38,2,2,6,7,10,2,43.899000000000015,146.03734,102.13834000000003
285,Dapple dandy plum,Fresh produce,Stonefruits,256,256,1,178.5559999999999,2,3.0,1,3.0,1,1,197,197,2,1,3,7,21,2,0.0,535.6680000000002,535.6680000000002
286,Dark red kidney 500g,Pantry staples,Grains and pulses,64,64,1,66.0,2,2.990000000000002,1,0.7899999999999994,1,2,2,2,2,4,12,7,16,2,145.20000000000002,197.34000000000017,52.13999999999996
287,Date coconut roll 340g,Snacks,Packaged snacks,20,20,1,24.0,2,7.5,1,5.5,1,2,2,2,1,4,9,7,9,2,48.0,180.0,132.0
288,Date crown lulu 500g,Snacks,Packaged snacks,90,90,1,94.0,2,5.990000000000006,1,1.4899999999999987,1,2,2,2,2,4,12,7,21,2,423.0,563.0600000000006,140.0599999999999
289,Dawaat traditional rice 5kg,Pantry staples,Rice,2,2,1,2.0,1,17.99,1,2.99,1,1,1,1,1,1,2,2,2,1,30.0,35.98,5.98
290,Dearana kohila dalu curry 350g,Pantry staples,Sauces,25,25,1,29.0,2,4.989999999999998,1,1.2899999999999994,1,2,2,2,2,4,12,6,12,2,107.30000000000004,144.71,37.40999999999999
291,Dearana kooni sambol 275g,Pantry staples,Spices,24,24,1,24.0,2,6.990000000000001,1,2.090000000000001,1,1,1,1,2,4,11,7,14,1,117.60000000000005,167.76000000000002,50.160000000000025
292,Dearana special pappadam 100g,Pantry staples,Dry,43,43,1,53.0,2,1.9899999999999989,1,0.7399999999999993,1,3,3,3,2,4,12,7,16,2,66.25,105.46999999999996,39.21999999999999
293,Delites seasalt & balvin,Snacks,Packaged snacks,21,21,1,23.0,2,1.99,1,0.7300000000000002,1,2,2,2,2,4,10,6,12,2,28.980000000000008,45.76999999999999,16.790000000000006
294,Delmage jack ma 425g,Pantry staples,Canned fish,15,15,1,20.0,2,4.5,1,1.0,1,2,2,2,2,3,6,6,8,2,70.0,90.0,20.0
295,Delmage jack mackerel 400g,Pantry staples,Canned fish,32,32,1,40.0,2,4.75,1,1.0,1,3,3,3,2,4,11,7,12,2,150.0,190.0,40.0
296,Delmage soyameat curry,Pantry staples,Canned food,125,125,1,191.0,2,1.9900000000000035,1,0.9899999999999979,1,4,4,4,2,4,12,7,20,2,191.0,380.09000000000043,189.08999999999992
297,Delmage soyameat mutton 90g,Pantry staples,Canned food,119,119,1,196.0,2,1.9900000000000033,1,0.9899999999999978,1,5,5,5,2,4,12,7,18,2,196.0,390.0400000000003,194.04
298,Delmage tea pouch 200g,Beverages,Tea,7,7,1,7.0,2,3.75,1,0.0,1,1,1,1,1,3,5,4,6,1,26.25,26.25,0.0
299,Derana ambulthiyal mix 350g,Snacks,Packaged snacks,11,11,1,11.0,2,3.9900000000000015,1,0.7900000000000001,1,1,1,1,2,4,8,6,7,1,35.199999999999996,43.890000000000015,8.690000000000001
300,Derana anguluwa dried fish 200g,Pantry staples,Condiments,19,19,1,19.0,2,4.75,1,1.0,1,1,1,1,1,4,9,5,14,1,71.25,90.25,19.0
301,Derana basmathi 10kg,Pantry staples,Rice,6,6,1,6.0,2,29.0,1,6.5,1,1,1,1,2,3,4,4,5,1,135.0,174.0,39.0
